date,ticket type,ticket class,sales
2020-09-18,one-way,first,34
2020-09-19,one-way,first,23
2020-09-20,one-way,first,31
2020-09-21,one-way,first,22
2020-09-22,one-way,first,39
2020-09-23,one-way,first,33
2020-09-24,one-way,first,43
2020-09-25,one-way,first,43
2020-09-26,one-way,first,23
2020-09-27,one-way,first,29
2020-09-28,one-way,first,27
2020-09-29,one-way,first,34
2020-09-30,one-way,first,41
2020-10-01,one-way,first,22
2020-10-02,one-way,first,39
2020-10-03,one-way,first,24
2020-10-04,one-way,first,24
2020-10-05,one-way,first,28
2020-10-06,one-way,first,27
2020-10-07,one-way,first,33
2020-10-08,one-way,first,40
2020-10-09,one-way,first,39
2020-10-10,one-way,first,21
2020-10-11,one-way,first,40
2020-10-12,one-way,first,22
2020-10-13,one-way,first,31
2020-10-14,one-way,first,28
2020-10-15,one-way,first,31
2020-10-16,one-way,first,33
2020-10-17,one-way,first,30
2020-10-18,one-way,first,18
2020-10-19,one-way,first,28
2020-10-20,one-way,first,37
2020-10-21,one-way,first,25
2020-10-22,one-way,first,31
2020-10-23,one-way,first,38
2020-10-24,one-way,first,22
2020-10-25,one-way,first,24
2020-10-26,one-way,first,15
2020-10-27,one-way,first,30
2020-10-28,one-way,first,26
2020-10-29,one-way,first,38
2020-10-30,one-way,first,25
2020-10-31,one-way,first,20
2020-11-01,one-way,first,27
2020-11-02,one-way,first,26
2020-11-03,one-way,first,34
2020-11-04,one-way,first,38
2020-11-05,one-way,first,43
2020-11-06,one-way,first,43
2020-11-07,one-way,first,30
2020-11-08,one-way,first,21
2020-11-09,one-way,first,21
2020-11-10,one-way,first,20
2020-11-11,one-way,first,43
2020-11-12,one-way,first,39
2020-11-13,one-way,first,44
2020-11-14,one-way,first,24
2020-11-15,one-way,first,22
2020-11-16,one-way,first,27
2020-11-17,one-way,first,25
2020-11-18,one-way,first,42
2020-11-19,one-way,first,33
2020-11-20,one-way,first,30
2020-11-21,one-way,first,32
2020-11-22,one-way,first,32
2020-11-23,one-way,first,35
2020-11-24,one-way,first,30
2020-11-25,one-way,first,44
2020-11-26,one-way,first,35
2020-11-27,one-way,first,24
2020-11-28,one-way,first,24
2020-11-29,one-way,first,26
2020-11-30,one-way,first,24
2020-12-01,one-way,first,27
2020-12-02,one-way,first,17
2020-12-03,one-way,first,29
2020-12-04,one-way,first,26
2020-12-05,one-way,first,31
2020-12-06,one-way,first,20
2020-12-07,one-way,first,22
2020-12-08,one-way,first,18
2020-12-09,one-way,first,27
2020-12-10,one-way,first,27
2020-12-11,one-way,first,34
2020-12-12,one-way,first,16
2020-12-13,one-way,first,22
2020-12-14,one-way,first,18
2020-12-15,one-way,first,25
2020-12-16,one-way,first,29
2020-12-17,one-way,first,17
2020-12-18,one-way,first,24
2020-12-19,one-way,first,28
2020-12-20,one-way,first,16
2020-12-21,one-way,first,18
2020-12-22,one-way,first,25
2020-12-23,one-way,first,20
2020-12-24,one-way,first,23
2020-12-25,one-way,first,21
2020-12-26,one-way,first,22
2020-12-27,one-way,first,19
2020-12-28,one-way,first,25
2020-12-29,one-way,first,25
2020-12-30,one-way,first,33
2020-12-31,one-way,first,24
2021-01-01,one-way,first,33
2021-01-02,one-way,first,19
2021-01-03,one-way,first,20
2021-01-04,one-way,first,18
2021-01-05,one-way,first,20
2021-01-06,one-way,first,30
2021-01-07,one-way,first,24
2021-01-08,one-way,first,18
2021-01-09,one-way,first,19
2021-01-10,one-way,first,24
2021-01-11,one-way,first,16
2021-01-12,one-way,first,21
2021-01-13,one-way,first,30
2021-01-14,one-way,first,24
2021-01-15,one-way,first,23
2021-01-16,one-way,first,16
2021-01-17,one-way,first,21
2021-01-18,one-way,first,21
2021-01-19,one-way,first,23
2021-01-20,one-way,first,35
2021-01-21,one-way,first,17
2021-01-22,one-way,first,25
2021-01-23,one-way,first,16
2021-01-24,one-way,first,22
2021-01-25,one-way,first,11
2021-01-26,one-way,first,21
2021-01-27,one-way,first,23
2021-01-28,one-way,first,18
2021-01-29,one-way,first,24
2021-01-30,one-way,first,16
2021-01-31,one-way,first,17
2021-02-01,one-way,first,22
2021-02-02,one-way,first,28
2021-02-03,one-way,first,22
2021-02-04,one-way,first,25
2021-02-05,one-way,first,37
2021-02-06,one-way,first,18
2021-02-07,one-way,first,24
2021-02-08,one-way,first,24
2021-02-09,one-way,first,31
2021-02-10,one-way,first,28
2021-02-11,one-way,first,29
2021-02-12,one-way,first,32
2021-02-13,one-way,first,10
2021-02-14,one-way,first,27
2021-02-15,one-way,first,25
2021-02-16,one-way,first,25
2021-02-17,one-way,first,21
2021-02-18,one-way,first,26
2021-02-19,one-way,first,34
2021-02-20,one-way,first,19
2021-02-21,one-way,first,16
2021-02-22,one-way,first,19
2021-02-23,one-way,first,20
2021-02-24,one-way,first,29
2021-02-25,one-way,first,29
2021-02-26,one-way,first,28
2021-02-27,one-way,first,22
2021-02-28,one-way,first,17
2021-03-01,one-way,first,32
2021-03-02,one-way,first,23
2021-03-03,one-way,first,34
2021-03-04,one-way,first,36
2021-03-05,one-way,first,40
2021-03-06,one-way,first,19
2021-03-07,one-way,first,17
2021-03-08,one-way,first,23
2021-03-09,one-way,first,28
2021-03-10,one-way,first,31
2021-03-11,one-way,first,29
2021-03-12,one-way,first,30
2021-03-13,one-way,first,21
2021-03-14,one-way,first,24
2021-03-15,one-way,first,25
2021-03-16,one-way,first,23
2021-03-17,one-way,first,28
2021-03-18,one-way,first,32
2021-03-19,one-way,first,32
2021-03-20,one-way,first,22
2021-03-21,one-way,first,31
2021-03-22,one-way,first,24
2021-03-23,one-way,first,29
2021-03-24,one-way,first,27
2021-03-25,one-way,first,33
2021-03-26,one-way,first,37
2021-03-27,one-way,first,15
2021-03-28,one-way,first,28
2021-03-29,one-way,first,18
2021-03-30,one-way,first,25
2021-03-31,one-way,first,26
2021-04-01,one-way,first,41
2021-04-02,one-way,first,38
2021-04-03,one-way,first,27
2021-04-04,one-way,first,32
2021-04-05,one-way,first,34
2021-04-06,one-way,first,38
2021-04-07,one-way,first,32
2021-04-08,one-way,first,43
2021-04-09,one-way,first,37
2021-04-10,one-way,first,27
2021-04-11,one-way,first,21
2021-04-12,one-way,first,25
2021-04-13,one-way,first,22
2021-04-14,one-way,first,35
2021-04-15,one-way,first,48
2021-04-16,one-way,first,42
2021-04-17,one-way,first,26
2021-04-18,one-way,first,37
2021-04-19,one-way,first,37
2021-04-20,one-way,first,40
2021-04-21,one-way,first,34
2021-04-22,one-way,first,40
2021-04-23,one-way,first,34
2021-04-24,one-way,first,35
2021-04-25,one-way,first,24
2021-04-26,one-way,first,40
2021-04-27,one-way,first,34
2021-04-28,one-way,first,34
2021-04-29,one-way,first,31
2021-04-30,one-way,first,33
2021-05-01,one-way,first,25
2021-05-02,one-way,first,33
2021-05-03,one-way,first,45
2021-05-04,one-way,first,32
2021-05-05,one-way,first,35
2021-05-06,one-way,first,38
2021-05-07,one-way,first,51
2021-05-08,one-way,first,21
2021-05-09,one-way,first,32
2021-05-10,one-way,first,35
2021-05-11,one-way,first,27
2021-05-12,one-way,first,45
2021-05-13,one-way,first,40
2021-05-14,one-way,first,50
2021-05-15,one-way,first,21
2021-05-16,one-way,first,37
2021-05-17,one-way,first,28
2021-05-18,one-way,first,41
2021-05-19,one-way,first,41
2021-05-20,one-way,first,31
2021-05-21,one-way,first,49
2021-05-22,one-way,first,25
2021-05-23,one-way,first,27
2021-05-24,one-way,first,28
2021-05-25,one-way,first,41
2021-05-26,one-way,first,40
2021-05-27,one-way,first,47
2021-05-28,one-way,first,36
2021-05-29,one-way,first,29
2021-05-30,one-way,first,35
2021-05-31,one-way,first,29
2021-06-01,one-way,first,41
2021-06-02,one-way,first,44
2021-06-03,one-way,first,38
2021-06-04,one-way,first,51
2021-06-05,one-way,first,32
2021-06-06,one-way,first,39
2021-06-07,one-way,first,39
2021-06-08,one-way,first,37
2021-06-09,one-way,first,44
2021-06-10,one-way,first,45
2021-06-11,one-way,first,43
2021-06-12,one-way,first,18
2021-06-13,one-way,first,31
2021-06-14,one-way,first,43
2021-06-15,one-way,first,38
2021-06-16,one-way,first,33
2021-06-17,one-way,first,42
2021-06-18,one-way,first,57
2021-06-19,one-way,first,35
2021-06-20,one-way,first,37
2021-06-21,one-way,first,39
2021-06-22,one-way,first,29
2021-06-23,one-way,first,31
2021-06-24,one-way,first,43
2021-06-25,one-way,first,43
2021-06-26,one-way,first,17
2021-06-27,one-way,first,31
2021-06-28,one-way,first,33
2021-06-29,one-way,first,42
2021-06-30,one-way,first,39
2021-07-01,one-way,first,44
2021-07-02,one-way,first,48
2021-07-03,one-way,first,42
2021-07-04,one-way,first,29
2021-07-05,one-way,first,35
2021-07-06,one-way,first,44
2021-07-07,one-way,first,44
2021-07-08,one-way,first,53
2021-07-09,one-way,first,53
2021-07-10,one-way,first,38
2021-07-11,one-way,first,49
2021-07-12,one-way,first,45
2021-07-13,one-way,first,40
2021-07-14,one-way,first,46
2021-07-15,one-way,first,50
2021-07-16,one-way,first,53
2021-07-17,one-way,first,31
2021-07-18,one-way,first,40
2021-07-19,one-way,first,44
2021-07-20,one-way,first,38
2021-07-21,one-way,first,33
2021-07-22,one-way,first,55
2021-07-23,one-way,first,47
2021-07-24,one-way,first,38
2021-07-25,one-way,first,43
2021-07-26,one-way,first,30
2021-07-27,one-way,first,34
2021-07-28,one-way,first,55
2021-07-29,one-way,first,44
2021-07-30,one-way,first,43
2021-07-31,one-way,first,38
2021-08-01,one-way,first,34
2021-08-02,one-way,first,36
2021-08-03,one-way,first,31
2021-08-04,one-way,first,37
2021-08-05,one-way,first,45
2021-08-06,one-way,first,37
2021-08-07,one-way,first,31
2021-08-08,one-way,first,29
2021-08-09,one-way,first,39
2021-08-10,one-way,first,41
2021-08-11,one-way,first,50
2021-08-12,one-way,first,42
2021-08-13,one-way,first,35
2021-08-14,one-way,first,27
2021-08-15,one-way,first,38
2021-08-16,one-way,first,35
2021-08-17,one-way,first,38
2021-08-18,one-way,first,41
2021-08-19,one-way,first,37
2021-08-20,one-way,first,44
2021-08-21,one-way,first,39
2021-08-22,one-way,first,28
2021-08-23,one-way,first,29
2021-08-24,one-way,first,33
2021-08-25,one-way,first,33
2021-08-26,one-way,first,43
2021-08-27,one-way,first,43
2021-08-28,one-way,first,39
2021-08-29,one-way,first,20
2021-08-30,one-way,first,27
2021-08-31,one-way,first,39
2021-09-01,one-way,first,42
2021-09-02,one-way,first,39
2021-09-03,one-way,first,39
2021-09-04,one-way,first,32
2021-09-05,one-way,first,24
2021-09-06,one-way,first,29
2021-09-07,one-way,first,33
2021-09-08,one-way,first,29
2021-09-09,one-way,first,49
2021-09-10,one-way,first,35
2021-09-11,one-way,first,31
2021-09-12,one-way,first,33
2021-09-13,one-way,first,28
2021-09-14,one-way,first,29
2021-09-15,one-way,first,38
2021-09-16,one-way,first,36
2021-09-17,one-way,first,47
2021-09-18,one-way,first,26
2021-09-19,one-way,first,30
2021-09-20,one-way,first,23
2021-09-21,one-way,first,38
2021-09-22,one-way,first,28
2021-09-23,one-way,first,35
2021-09-24,one-way,first,38
2021-09-25,one-way,first,32
2021-09-26,one-way,first,24
2021-09-27,one-way,first,30
2021-09-28,one-way,first,29
2021-09-29,one-way,first,42
2021-09-30,one-way,first,32
2021-10-01,one-way,first,42
2021-10-02,one-way,first,21
2021-10-03,one-way,first,28
2021-10-04,one-way,first,23
2021-10-05,one-way,first,36
2021-10-06,one-way,first,47
2021-10-07,one-way,first,30
2021-10-08,one-way,first,42
2021-10-09,one-way,first,16
2021-10-10,one-way,first,37
2021-10-11,one-way,first,39
2021-10-12,one-way,first,33
2021-10-13,one-way,first,32
2021-10-14,one-way,first,34
2021-10-15,one-way,first,36
2021-10-16,one-way,first,27
2021-10-17,one-way,first,29
2021-10-18,one-way,first,25
2021-10-19,one-way,first,20
2021-10-20,one-way,first,38
2021-10-21,one-way,first,43
2021-10-22,one-way,first,33
2021-10-23,one-way,first,28
2021-10-24,one-way,first,37
2021-10-25,one-way,first,29
2021-10-26,one-way,first,43
2021-10-27,one-way,first,28
2021-10-28,one-way,first,34
2021-10-29,one-way,first,34
2021-10-30,one-way,first,32
2021-10-31,one-way,first,22
2021-11-01,one-way,first,35
2021-11-02,one-way,first,35
2021-11-03,one-way,first,33
2021-11-04,one-way,first,46
2021-11-05,one-way,first,38
2021-11-06,one-way,first,28
2021-11-07,one-way,first,28
2021-11-08,one-way,first,29
2021-11-09,one-way,first,28
2021-11-10,one-way,first,32
2021-11-11,one-way,first,38
2021-11-12,one-way,first,33
2021-11-13,one-way,first,21
2021-11-14,one-way,first,32
2021-11-15,one-way,first,19
2021-11-16,one-way,first,28
2021-11-17,one-way,first,34
2021-11-18,one-way,first,45
2021-11-19,one-way,first,45
2021-11-20,one-way,first,27
2021-11-21,one-way,first,41
2021-11-22,one-way,first,33
2021-11-23,one-way,first,41
2021-11-24,one-way,first,38
2021-11-25,one-way,first,26
2021-11-26,one-way,first,44
2021-11-27,one-way,first,29
2021-11-28,one-way,first,36
2021-11-29,one-way,first,24
2021-11-30,one-way,first,31
2021-12-01,one-way,first,31
2021-12-02,one-way,first,24
2021-12-03,one-way,first,20
2021-12-04,one-way,first,10
2021-12-05,one-way,first,14
2021-12-06,one-way,first,12
2021-12-07,one-way,first,21
2021-12-08,one-way,first,27
2021-12-09,one-way,first,29
2021-12-10,one-way,first,29
2021-12-11,one-way,first,16
2021-12-12,one-way,first,20
2021-12-13,one-way,first,23
2021-12-14,one-way,first,18
2021-12-15,one-way,first,25
2021-12-16,one-way,first,30
2021-12-17,one-way,first,45
2021-12-18,one-way,first,20
2021-12-19,one-way,first,16
2021-12-20,one-way,first,19
2021-12-21,one-way,first,21
2021-12-22,one-way,first,28
2021-12-23,one-way,first,18
2021-12-24,one-way,first,28
2021-12-25,one-way,first,18
2021-12-26,one-way,first,25
2021-12-27,one-way,first,19
2021-12-28,one-way,first,21
2021-12-29,one-way,first,18
2021-12-30,one-way,first,24
2021-12-31,one-way,first,31
2017-01-01,return,business,33
2017-01-02,return,business,43
2017-01-03,return,business,23
2017-01-04,return,business,18
2017-01-05,return,business,34
2017-01-06,return,business,38
2017-01-07,return,business,27
2017-01-08,return,business,28
2017-01-09,return,business,34
2017-01-10,return,business,27
2017-01-11,return,business,28
2017-01-12,return,business,39
2017-01-13,return,business,28
2017-01-14,return,business,30
2017-01-15,return,business,27
2017-01-16,return,business,19
2017-01-17,return,business,29
2017-01-18,return,business,29
2017-01-19,return,business,44
2017-01-20,return,business,34
2017-01-21,return,business,15
2017-01-22,return,business,29
2017-01-23,return,business,21
2017-01-24,return,business,33
2017-01-25,return,business,29
2017-01-26,return,business,33
2017-01-27,return,business,32
2017-01-28,return,business,16
2017-01-29,return,business,35
2017-01-30,return,business,29
2017-01-31,return,business,27
2017-02-01,return,business,30
2017-02-02,return,business,26
2017-02-03,return,business,39
2017-02-04,return,business,30
2017-02-05,return,business,34
2017-02-06,return,business,22
2017-02-07,return,business,42
2017-02-08,return,business,27
2017-02-09,return,business,28
2017-02-10,return,business,34
2017-02-11,return,business,25
2017-02-12,return,business,39
2017-02-13,return,business,17
2017-02-14,return,business,35
2017-02-15,return,business,34
2017-02-16,return,business,39
2017-02-17,return,business,46
2017-02-18,return,business,31
2017-02-19,return,business,30
2017-02-20,return,business,24
2017-02-21,return,business,31
2017-02-22,return,business,40
2017-02-23,return,business,37
2017-02-24,return,business,33
2017-02-25,return,business,13
2017-02-26,return,business,33
2017-02-27,return,business,19
2017-02-28,return,business,35
2017-03-01,return,business,42
2017-03-02,return,business,49
2017-03-03,return,business,49
2017-03-04,return,business,33
2017-03-05,return,business,42
2017-03-06,return,business,43
2017-03-07,return,business,48
2017-03-08,return,business,43
2017-03-09,return,business,43
2017-03-10,return,business,43
2017-03-11,return,business,34
2017-03-12,return,business,30
2017-03-13,return,business,36
2017-03-14,return,business,44
2017-03-15,return,business,52
2017-03-16,return,business,58
2017-03-17,return,business,46
2017-03-18,return,business,37
2017-03-19,return,business,48
2017-03-20,return,business,43
2017-03-21,return,business,43
2017-03-22,return,business,30
2017-03-23,return,business,51
2017-03-24,return,business,40
2017-03-25,return,business,34
2017-03-26,return,business,27
2017-03-27,return,business,33
2017-03-28,return,business,38
2017-03-29,return,business,45
2017-03-30,return,business,51
2017-03-31,return,business,44
2017-04-01,return,business,40
2017-04-02,return,business,44
2017-04-03,return,business,40
2017-04-04,return,business,53
2017-04-05,return,business,45
2017-04-06,return,business,46
2017-04-07,return,business,57
2017-04-08,return,business,44
2017-04-09,return,business,31
2017-04-10,return,business,49
2017-04-11,return,business,41
2017-04-12,return,business,53
2017-04-13,return,business,50
2017-04-14,return,business,53
2017-04-15,return,business,28
2017-04-16,return,business,45
2017-04-17,return,business,45
2017-04-18,return,business,45
2017-04-19,return,business,58
2017-04-20,return,business,26
2017-04-21,return,business,48
2017-04-22,return,business,27
2017-04-23,return,business,38
2017-04-24,return,business,40
2017-04-25,return,business,51
2017-04-26,return,business,48
2017-04-27,return,business,42
2017-04-28,return,business,53
2017-04-29,return,business,36
2017-04-30,return,business,40
2017-05-01,return,business,51
2017-05-02,return,business,54
2017-05-03,return,business,49
2017-05-04,return,business,49
2017-05-05,return,business,60
2017-05-06,return,business,38
2017-05-07,return,business,43
2017-05-08,return,business,45
2017-05-09,return,business,46
2017-05-10,return,business,58
2017-05-11,return,business,63
2017-05-12,return,business,53
2017-05-13,return,business,49
2017-05-14,return,business,35
2017-05-15,return,business,43
2017-05-16,return,business,49
2017-05-17,return,business,45
2017-05-18,return,business,53
2017-05-19,return,business,53
2017-05-20,return,business,38
2017-05-21,return,business,53
2017-05-22,return,business,38
2017-05-23,return,business,69
2017-05-24,return,business,48
2017-05-25,return,business,45
2017-05-26,return,business,64
2017-05-27,return,business,38
2017-05-28,return,business,48
2017-05-29,return,business,44
2017-05-30,return,business,48
2017-05-31,return,business,58
2017-06-01,return,business,55
2017-06-02,return,business,51
2017-06-03,return,business,43
2017-06-04,return,business,41
2017-06-05,return,business,67
2017-06-06,return,business,43
2017-06-07,return,business,69
2017-06-08,return,business,52
2017-06-09,return,business,65
2017-06-10,return,business,48
2017-06-11,return,business,49
2017-06-12,return,business,56
2017-06-13,return,business,57
2017-06-14,return,business,58
2017-06-15,return,business,52
2017-06-16,return,business,52
2017-06-17,return,business,55
2017-06-18,return,business,45
2017-06-19,return,business,48
2017-06-20,return,business,44
2017-06-21,return,business,47
2017-06-22,return,business,60
2017-06-23,return,business,55
2017-06-24,return,business,60
2017-06-25,return,business,50
2017-06-26,return,business,69
2017-06-27,return,business,64
2017-06-28,return,business,71
2017-06-29,return,business,56
2017-06-30,return,business,61
2017-07-01,return,business,46
2017-07-02,return,business,48
2017-07-03,return,business,57
2017-07-04,return,business,50
2017-07-05,return,business,58
2017-07-06,return,business,73
2017-07-07,return,business,52
2017-07-08,return,business,47
2017-07-09,return,business,49
2017-07-10,return,business,56
2017-07-11,return,business,54
2017-07-12,return,business,46
2017-07-13,return,business,62
2017-07-14,return,business,82
2017-07-15,return,business,39
2017-07-16,return,business,57
2017-07-17,return,business,55
2017-07-18,return,business,58
2017-07-19,return,business,57
2017-07-20,return,business,78
2017-07-21,return,business,62
2017-07-22,return,business,45
2017-07-23,return,business,51
2017-07-24,return,business,47
2017-07-25,return,business,57
2017-07-26,return,business,68
2017-07-27,return,business,67
2017-07-28,return,business,74
2017-07-29,return,business,40
2017-07-30,return,business,60
2017-07-31,return,business,48
2017-08-01,return,business,53
2017-08-02,return,business,53
2017-08-03,return,business,62
2017-08-04,return,business,55
2017-08-05,return,business,47
2017-08-06,return,business,60
2017-08-07,return,business,41
2017-08-08,return,business,54
2017-08-09,return,business,69
2017-08-10,return,business,53
2017-08-11,return,business,64
2017-08-12,return,business,36
2017-08-13,return,business,42
2017-08-14,return,business,40
2017-08-15,return,business,45
2017-08-16,return,business,47
2017-08-17,return,business,60
2017-08-18,return,business,60
2017-08-19,return,business,39
2017-08-20,return,business,48
2017-08-21,return,business,52
2017-08-22,return,business,44
2017-08-23,return,business,44
2017-08-24,return,business,64
2017-08-25,return,business,54
2017-08-26,return,business,37
2017-08-27,return,business,55
2017-08-28,return,business,49
2017-08-29,return,business,48
2017-08-30,return,business,56
2017-08-31,return,business,60
2017-09-01,return,business,42
2017-09-02,return,business,38
2017-09-03,return,business,45
2017-09-04,return,business,42
2017-09-05,return,business,45
2017-09-06,return,business,43
2017-09-07,return,business,60
2017-09-08,return,business,44
2017-09-09,return,business,36
2017-09-10,return,business,40
2017-09-11,return,business,47
2017-09-12,return,business,59
2017-09-13,return,business,50
2017-09-14,return,business,44
2017-09-15,return,business,46
2017-09-16,return,business,34
2017-09-17,return,business,43
2017-09-18,return,business,47
2017-09-19,return,business,47
2017-09-20,return,business,44
2017-09-21,return,business,56
2017-09-22,return,business,60
2017-09-23,return,business,39
2017-09-24,return,business,40
2017-09-25,return,business,39
2017-09-26,return,business,47
2017-09-27,return,business,54
2017-09-28,return,business,44
2017-09-29,return,business,56
2017-09-30,return,business,22
2017-10-01,return,business,36
2017-10-02,return,business,44
2017-10-03,return,business,31
2017-10-04,return,business,38
2017-10-05,return,business,52
2017-10-06,return,business,42
2017-10-07,return,business,40
2017-10-08,return,business,30
2017-10-09,return,business,45
2017-10-10,return,business,58
2017-10-11,return,business,45
2017-10-12,return,business,43
2017-10-13,return,business,53
2017-10-14,return,business,44
2017-10-15,return,business,32
2017-10-16,return,business,40
2017-10-17,return,business,51
2017-10-18,return,business,38
2017-10-19,return,business,46
2017-10-20,return,business,57
2017-10-21,return,business,33
2017-10-22,return,business,49
2017-10-23,return,business,45
2017-10-24,return,business,43
2017-10-25,return,business,32
2017-10-26,return,business,52
2017-10-27,return,business,54
2017-10-28,return,business,38
2017-10-29,return,business,34
2017-10-30,return,business,41
2017-10-31,return,business,44
2017-11-01,return,business,51
2017-11-02,return,business,50
2017-11-03,return,business,52
2017-11-04,return,business,32
2017-11-05,return,business,40
2017-11-06,return,business,41
2017-11-07,return,business,47
2017-11-08,return,business,43
2017-11-09,return,business,53
2017-11-10,return,business,68
2017-11-11,return,business,40
2017-11-12,return,business,41
2017-11-13,return,business,40
2017-11-14,return,business,53
2017-11-15,return,business,60
2017-11-16,return,business,54
2017-11-17,return,business,46
2017-11-18,return,business,24
2017-11-19,return,business,47
2017-11-20,return,business,40
2017-11-21,return,business,46
2017-11-22,return,business,53
2017-11-23,return,business,49
2017-11-24,return,business,63
2017-11-25,return,business,30
2017-11-26,return,business,55
2017-11-27,return,business,49
2017-11-28,return,business,54
2017-11-29,return,business,50
2017-11-30,return,business,56
2017-12-01,return,business,42
2017-12-02,return,business,31
2017-12-03,return,business,24
2017-12-04,return,business,31
2017-12-05,return,business,24
2017-12-06,return,business,33
2017-12-07,return,business,33
2017-12-08,return,business,43
2017-12-09,return,business,24
2017-12-10,return,business,24
2017-12-11,return,business,21
2017-12-12,return,business,32
2017-12-13,return,business,36
2017-12-14,return,business,40
2017-12-15,return,business,50
2017-12-16,return,business,19
2017-12-17,return,business,28
2017-12-18,return,business,38
2017-12-19,return,business,30
2017-12-20,return,business,30
2017-12-21,return,business,38
2017-12-22,return,business,37
2017-12-23,return,business,29
2017-12-24,return,business,24
2017-12-25,return,business,38
2017-12-26,return,business,48
2017-12-27,return,business,40
2017-12-28,return,business,32
2017-12-29,return,business,46
2017-12-30,return,business,28
2017-12-31,return,business,30
2018-01-01,return,business,33
2018-01-02,return,business,37
2018-01-03,return,business,52
2018-01-04,return,business,33
2018-01-05,return,business,49
2018-01-06,return,business,29
2018-01-07,return,business,46
2018-01-08,return,business,35
2018-01-09,return,business,44
2018-01-10,return,business,41
2018-01-11,return,business,39
2018-01-12,return,business,34
2018-01-13,return,business,22
2018-01-14,return,business,34
2018-01-15,return,business,33
2018-01-16,return,business,33
2018-01-17,return,business,31
2018-01-18,return,business,52
2018-01-19,return,business,41
2018-01-20,return,business,28
2018-01-21,return,business,25
2018-01-22,return,business,35
2018-01-23,return,business,34
2018-01-24,return,business,42
2018-01-25,return,business,27
2018-01-26,return,business,43
2018-01-27,return,business,19
2018-01-28,return,business,39
2018-01-29,return,business,29
2018-01-30,return,business,37
2018-01-31,return,business,40
2018-02-01,return,business,43
2018-02-02,return,business,51
2018-02-03,return,business,24
2018-02-04,return,business,27
2018-02-05,return,business,40
2018-02-06,return,business,43
2018-02-07,return,business,46
2018-02-08,return,business,43
2018-02-09,return,business,41
2018-02-10,return,business,35
2018-02-11,return,business,30
2018-02-12,return,business,43
2018-02-13,return,business,40
2018-02-14,return,business,41
2018-02-15,return,business,44
2018-02-16,return,business,48
2018-02-17,return,business,37
2018-02-18,return,business,42
2018-02-19,return,business,28
2018-02-20,return,business,46
2018-02-21,return,business,35
2018-02-22,return,business,42
2018-02-23,return,business,47
2018-02-24,return,business,39
2018-02-25,return,business,36
2018-02-26,return,business,44
2018-02-27,return,business,47
2018-02-28,return,business,53
2018-03-01,return,business,45
2018-03-02,return,business,60
2018-03-03,return,business,44
2018-03-04,return,business,38
2018-03-05,return,business,38
2018-03-06,return,business,46
2018-03-07,return,business,45
2018-03-08,return,business,49
2018-03-09,return,business,57
2018-03-10,return,business,44
2018-03-11,return,business,36
2018-03-12,return,business,42
2018-03-13,return,business,43
2018-03-14,return,business,52
2018-03-15,return,business,55
2018-03-16,return,business,53
2018-03-17,return,business,33
2018-03-18,return,business,47
2018-03-19,return,business,47
2018-03-20,return,business,36
2018-03-21,return,business,50
2018-03-22,return,business,46
2018-03-23,return,business,44
2018-03-24,return,business,28
2018-03-25,return,business,38
2018-03-26,return,business,44
2018-03-27,return,business,41
2018-03-28,return,business,43
2018-03-29,return,business,49
2018-03-30,return,business,70
2018-03-31,return,business,43
2018-04-01,return,business,51
2018-04-02,return,business,48
2018-04-03,return,business,48
2018-04-04,return,business,65
2018-04-05,return,business,47
2018-04-06,return,business,74
2018-04-07,return,business,30
2018-04-08,return,business,61
2018-04-09,return,business,45
2018-04-10,return,business,60
2018-04-11,return,business,68
2018-04-12,return,business,73
2018-04-13,return,business,73
2018-04-14,return,business,47
2018-04-15,return,business,42
2018-04-16,return,business,52
2018-04-17,return,business,41
2018-04-18,return,business,50
2018-04-19,return,business,63
2018-04-20,return,business,87
2018-04-21,return,business,36
2018-04-22,return,business,59
2018-04-23,return,business,59
2018-04-24,return,business,46
2018-04-25,return,business,67
2018-04-26,return,business,61
2018-04-27,return,business,69
2018-04-28,return,business,29
2018-04-29,return,business,48
2018-04-30,return,business,46
2018-05-01,return,business,46
2018-05-02,return,business,74
2018-05-03,return,business,65
2018-05-04,return,business,82
2018-05-05,return,business,39
2018-05-06,return,business,63
2018-05-07,return,business,61
2018-05-08,return,business,60
2018-05-09,return,business,66
2018-05-10,return,business,67
2018-05-11,return,business,78
2018-05-12,return,business,47
2018-05-13,return,business,53
2018-05-14,return,business,52
2018-05-15,return,business,50
2018-05-16,return,business,56
2018-05-17,return,business,71
2018-05-18,return,business,77
2018-05-19,return,business,49
2018-05-20,return,business,62
2018-05-21,return,business,55
2018-05-22,return,business,59
2018-05-23,return,business,57
2018-05-24,return,business,61
2018-05-25,return,business,88
2018-05-26,return,business,43
2018-05-27,return,business,51
2018-05-28,return,business,60
2018-05-29,return,business,51
2018-05-30,return,business,67
2018-05-31,return,business,60
2018-06-01,return,business,76
2018-06-02,return,business,48
2018-06-03,return,business,53
2018-06-04,return,business,63
2018-06-05,return,business,55
2018-06-06,return,business,77
2018-06-07,return,business,62
2018-06-08,return,business,75
2018-06-09,return,business,50
2018-06-10,return,business,57
2018-06-11,return,business,55
2018-06-12,return,business,69
2018-06-13,return,business,69
2018-06-14,return,business,61
2018-06-15,return,business,64
2018-06-16,return,business,48
2018-06-17,return,business,69
