date,ticket type,ticket class,sales
2016-12-02,one-way,first,17
2016-12-03,one-way,first,29
2016-12-04,one-way,first,26
2016-12-05,one-way,first,31
2016-12-06,one-way,first,20
2016-12-07,one-way,first,22
2016-12-08,one-way,first,18
2016-12-09,one-way,first,27
2016-12-10,one-way,first,27
2016-12-11,one-way,first,34
2016-12-12,one-way,first,16
2016-12-13,one-way,first,22
2016-12-14,one-way,first,18
2016-12-15,one-way,first,25
2016-12-16,one-way,first,29
2016-12-17,one-way,first,17
2016-12-18,one-way,first,24
2016-12-19,one-way,first,28
2016-12-20,one-way,first,16
2016-12-21,one-way,first,18
2016-12-22,one-way,first,25
2016-12-23,one-way,first,20
2016-12-24,one-way,first,23
2016-12-25,one-way,first,21
2016-12-26,one-way,first,22
2016-12-27,one-way,first,19
2016-12-28,one-way,first,25
2016-12-29,one-way,first,25
2016-12-30,one-way,first,33
2016-12-31,one-way,first,24
2017-01-01,one-way,first,33
2017-01-02,one-way,first,19
2017-01-03,one-way,first,20
2017-01-04,one-way,first,18
2017-01-05,one-way,first,20
2017-01-06,one-way,first,30
2017-01-07,one-way,first,24
2017-01-08,one-way,first,18
2017-01-09,one-way,first,19
2017-01-10,one-way,first,24
2017-01-11,one-way,first,16
2017-01-12,one-way,first,21
2017-01-13,one-way,first,30
2017-01-14,one-way,first,24
2017-01-15,one-way,first,23
2017-01-16,one-way,first,16
2017-01-17,one-way,first,21
2017-01-18,one-way,first,21
2017-01-19,one-way,first,23
2017-01-20,one-way,first,35
2017-01-21,one-way,first,17
2017-01-22,one-way,first,25
2017-01-23,one-way,first,16
2017-01-24,one-way,first,22
2017-01-25,one-way,first,11
2017-01-26,one-way,first,21
2017-01-27,one-way,first,23
2017-01-28,one-way,first,18
2017-01-29,one-way,first,24
2017-01-30,one-way,first,16
2017-01-31,one-way,first,17
2017-02-01,one-way,first,22
2017-02-02,one-way,first,28
2017-02-03,one-way,first,22
2017-02-04,one-way,first,25
2017-02-05,one-way,first,37
2017-02-06,one-way,first,18
2017-02-07,one-way,first,24
2017-02-08,one-way,first,24
2017-02-09,one-way,first,31
2017-02-10,one-way,first,28
2017-02-11,one-way,first,29
2017-02-12,one-way,first,32
2017-02-13,one-way,first,10
2017-02-14,one-way,first,27
2017-02-15,one-way,first,25
2017-02-16,one-way,first,25
2017-02-17,one-way,first,21
2017-02-18,one-way,first,26
2017-02-19,one-way,first,34
2017-02-20,one-way,first,19
2017-02-21,one-way,first,16
2017-02-22,one-way,first,19
2017-02-23,one-way,first,20
2017-02-24,one-way,first,29
2017-02-25,one-way,first,29
2017-02-26,one-way,first,28
2017-02-27,one-way,first,22
2017-02-28,one-way,first,17
2017-03-01,one-way,first,32
2017-03-02,one-way,first,23
2017-03-03,one-way,first,34
2017-03-04,one-way,first,36
2017-03-05,one-way,first,40
2017-03-06,one-way,first,19
2017-03-07,one-way,first,17
2017-03-08,one-way,first,23
2017-03-09,one-way,first,28
2017-03-10,one-way,first,31
2017-03-11,one-way,first,29
2017-03-12,one-way,first,30
2017-03-13,one-way,first,21
2017-03-14,one-way,first,24
2017-03-15,one-way,first,25
2017-03-16,one-way,first,23
2017-03-17,one-way,first,28
2017-03-18,one-way,first,32
2017-03-19,one-way,first,32
2017-03-20,one-way,first,22
2017-03-21,one-way,first,31
2017-03-22,one-way,first,24
2017-03-23,one-way,first,29
2017-03-24,one-way,first,27
2017-03-25,one-way,first,33
2017-03-26,one-way,first,37
2017-03-27,one-way,first,15
2017-03-28,one-way,first,28
2017-03-29,one-way,first,18
2017-03-30,one-way,first,25
2017-03-31,one-way,first,26
2017-04-01,one-way,first,41
2017-04-02,one-way,first,38
2017-04-03,one-way,first,27
2017-04-04,one-way,first,32
2017-04-05,one-way,first,34
2017-04-06,one-way,first,38
2017-04-07,one-way,first,32
2017-04-08,one-way,first,43
2017-04-09,one-way,first,37
2017-04-10,one-way,first,27
2017-04-11,one-way,first,21
2017-04-12,one-way,first,25
2017-04-13,one-way,first,22
2017-04-14,one-way,first,35
2017-04-15,one-way,first,48
2017-04-16,one-way,first,42
2017-04-17,one-way,first,26
2017-04-18,one-way,first,37
2017-04-19,one-way,first,37
2017-04-20,one-way,first,40
2017-04-21,one-way,first,34
2017-04-22,one-way,first,40
2017-04-23,one-way,first,34
2017-04-24,one-way,first,35
2017-04-25,one-way,first,24
2017-04-26,one-way,first,40
2017-04-27,one-way,first,34
2017-04-28,one-way,first,34
2017-04-29,one-way,first,31
2017-04-30,one-way,first,33
2017-05-01,one-way,first,25
2017-05-02,one-way,first,33
2017-05-03,one-way,first,45
2017-05-04,one-way,first,32
2017-05-05,one-way,first,35
2017-05-06,one-way,first,38
2017-05-07,one-way,first,51
2017-05-08,one-way,first,21
2017-05-09,one-way,first,32
2017-05-10,one-way,first,35
2017-05-11,one-way,first,27
2017-05-12,one-way,first,45
2017-05-13,one-way,first,40
2017-05-14,one-way,first,50
2017-05-15,one-way,first,21
2017-05-16,one-way,first,37
2017-05-17,one-way,first,28
2017-05-18,one-way,first,41
2017-05-19,one-way,first,41
2017-05-20,one-way,first,31
2017-05-21,one-way,first,49
2017-05-22,one-way,first,25
2017-05-23,one-way,first,27
2017-05-24,one-way,first,28
2017-05-25,one-way,first,41
2017-05-26,one-way,first,40
2017-05-27,one-way,first,47
2017-05-28,one-way,first,36
2017-05-29,one-way,first,29
2017-05-30,one-way,first,35
2017-05-31,one-way,first,29
2017-06-01,one-way,first,41
2017-06-02,one-way,first,44
2017-06-03,one-way,first,38
2017-06-04,one-way,first,51
2017-06-05,one-way,first,32
2017-06-06,one-way,first,39
2017-06-07,one-way,first,39
2017-06-08,one-way,first,37
2017-06-09,one-way,first,44
2017-06-10,one-way,first,45
2017-06-11,one-way,first,43
2017-06-12,one-way,first,18
2017-06-13,one-way,first,31
2017-06-14,one-way,first,43
2017-06-15,one-way,first,38
2017-06-16,one-way,first,33
2017-06-17,one-way,first,42
2017-06-18,one-way,first,57
2017-06-19,one-way,first,35
2017-06-20,one-way,first,37
2017-06-21,one-way,first,39
2017-06-22,one-way,first,29
2017-06-23,one-way,first,31
2017-06-24,one-way,first,43
2017-06-25,one-way,first,43
2017-06-26,one-way,first,17
2017-06-27,one-way,first,31
2017-06-28,one-way,first,33
2017-06-29,one-way,first,42
2017-06-30,one-way,first,39
2017-07-01,one-way,first,44
2017-07-02,one-way,first,48
2017-07-03,one-way,first,42
2017-07-04,one-way,first,29
2017-07-05,one-way,first,35
2017-07-06,one-way,first,44
2017-07-07,one-way,first,44
2017-07-08,one-way,first,53
2017-07-09,one-way,first,53
2017-07-10,one-way,first,38
2017-07-11,one-way,first,49
2017-07-12,one-way,first,45
2017-07-13,one-way,first,40
2017-07-14,one-way,first,46
2017-07-15,one-way,first,50
2017-07-16,one-way,first,53
2017-07-17,one-way,first,31
2017-07-18,one-way,first,40
2017-07-19,one-way,first,44
2017-07-20,one-way,first,38
2017-07-21,one-way,first,33
2017-07-22,one-way,first,55
2017-07-23,one-way,first,47
2017-07-24,one-way,first,38
2017-07-25,one-way,first,43
2017-07-26,one-way,first,30
2017-07-27,one-way,first,34
2017-07-28,one-way,first,55
2017-07-29,one-way,first,44
2017-07-30,one-way,first,43
2017-07-31,one-way,first,38
2017-08-01,one-way,first,34
2017-08-02,one-way,first,36
2017-08-03,one-way,first,31
2017-08-04,one-way,first,37
2017-08-05,one-way,first,45
2017-08-06,one-way,first,37
2017-08-07,one-way,first,31
2017-08-08,one-way,first,29
2017-08-09,one-way,first,39
2017-08-10,one-way,first,41
2017-08-11,one-way,first,50
2017-08-12,one-way,first,42
2017-08-13,one-way,first,35
2017-08-14,one-way,first,27
2017-08-15,one-way,first,38
2017-08-16,one-way,first,35
2017-08-17,one-way,first,38
2017-08-18,one-way,first,41
2017-08-19,one-way,first,37
2017-08-20,one-way,first,44
2017-08-21,one-way,first,39
2017-08-22,one-way,first,28
2017-08-23,one-way,first,29
2017-08-24,one-way,first,33
2017-08-25,one-way,first,33
2017-08-26,one-way,first,43
2017-08-27,one-way,first,43
2017-08-28,one-way,first,39
2017-08-29,one-way,first,20
2017-08-30,one-way,first,27
2017-08-31,one-way,first,39
2017-09-01,one-way,first,42
2017-09-02,one-way,first,39
2017-09-03,one-way,first,39
2017-09-04,one-way,first,32
2017-09-05,one-way,first,24
2017-09-06,one-way,first,29
2017-09-07,one-way,first,33
2017-09-08,one-way,first,29
2017-09-09,one-way,first,49
2017-09-10,one-way,first,35
2017-09-11,one-way,first,31
2017-09-12,one-way,first,33
2017-09-13,one-way,first,28
2017-09-14,one-way,first,29
2017-09-15,one-way,first,38
2017-09-16,one-way,first,36
2017-09-17,one-way,first,47
2017-09-18,one-way,first,26
2017-09-19,one-way,first,30
2017-09-20,one-way,first,23
2017-09-21,one-way,first,38
2017-09-22,one-way,first,28
2017-09-23,one-way,first,35
2017-09-24,one-way,first,38
2017-09-25,one-way,first,32
2017-09-26,one-way,first,24
2017-09-27,one-way,first,30
2017-09-28,one-way,first,29
2017-09-29,one-way,first,42
2017-09-30,one-way,first,32
2017-10-01,one-way,first,42
2017-10-02,one-way,first,21
2017-10-03,one-way,first,28
2017-10-04,one-way,first,23
2017-10-05,one-way,first,36
2017-10-06,one-way,first,47
2017-10-07,one-way,first,30
2017-10-08,one-way,first,42
2017-10-09,one-way,first,16
2017-10-10,one-way,first,37
2017-10-11,one-way,first,39
2017-10-12,one-way,first,33
2017-10-13,one-way,first,32
2017-10-14,one-way,first,34
2017-10-15,one-way,first,36
2017-10-16,one-way,first,27
2017-10-17,one-way,first,29
2017-10-18,one-way,first,25
2017-10-19,one-way,first,20
2017-10-20,one-way,first,38
2017-10-21,one-way,first,43
2017-10-22,one-way,first,33
2017-10-23,one-way,first,28
2017-10-24,one-way,first,37
2017-10-25,one-way,first,29
2017-10-26,one-way,first,43
2017-10-27,one-way,first,28
2017-10-28,one-way,first,34
2017-10-29,one-way,first,34
2017-10-30,one-way,first,32
2017-10-31,one-way,first,22
2017-11-01,one-way,first,35
2017-11-02,one-way,first,35
2017-11-03,one-way,first,33
2017-11-04,one-way,first,46
2017-11-05,one-way,first,38
2017-11-06,one-way,first,28
2017-11-07,one-way,first,28
2017-11-08,one-way,first,29
2017-11-09,one-way,first,28
2017-11-10,one-way,first,32
2017-11-11,one-way,first,38
2017-11-12,one-way,first,33
2017-11-13,one-way,first,21
2017-11-14,one-way,first,32
2017-11-15,one-way,first,19
2017-11-16,one-way,first,28
2017-11-17,one-way,first,34
2017-11-18,one-way,first,45
2017-11-19,one-way,first,45
2017-11-20,one-way,first,27
2017-11-21,one-way,first,41
2017-11-22,one-way,first,33
2017-11-23,one-way,first,41
2017-11-24,one-way,first,38
2017-11-25,one-way,first,26
2017-11-26,one-way,first,44
2017-11-27,one-way,first,29
2017-11-28,one-way,first,36
2017-11-29,one-way,first,24
2017-11-30,one-way,first,31
2017-12-01,one-way,first,31
2017-12-02,one-way,first,24
2017-12-03,one-way,first,20
2017-12-04,one-way,first,10
2017-12-05,one-way,first,14
2017-12-06,one-way,first,12
2017-12-07,one-way,first,21
2017-12-08,one-way,first,27
2017-12-09,one-way,first,29
2017-12-10,one-way,first,29
2017-12-11,one-way,first,16
2017-12-12,one-way,first,20
2017-12-13,one-way,first,23
2017-12-14,one-way,first,18
2017-12-15,one-way,first,25
2017-12-16,one-way,first,30
2017-12-17,one-way,first,45
2017-12-18,one-way,first,20
2017-12-19,one-way,first,16
2017-12-20,one-way,first,19
2017-12-21,one-way,first,21
2017-12-22,one-way,first,28
2017-12-23,one-way,first,18
2017-12-24,one-way,first,28
2017-12-25,one-way,first,18
2017-12-26,one-way,first,25
2017-12-27,one-way,first,19
2017-12-28,one-way,first,21
2017-12-29,one-way,first,18
2017-12-30,one-way,first,24
2017-12-31,one-way,first,31
2013-01-01,return,business,33
2013-01-02,return,business,43
2013-01-03,return,business,23
2013-01-04,return,business,18
2013-01-05,return,business,34
2013-01-06,return,business,38
2013-01-07,return,business,27
2013-01-08,return,business,28
2013-01-09,return,business,34
2013-01-10,return,business,27
2013-01-11,return,business,28
2013-01-12,return,business,39
2013-01-13,return,business,28
2013-01-14,return,business,30
2013-01-15,return,business,27
2013-01-16,return,business,19
2013-01-17,return,business,29
2013-01-18,return,business,29
2013-01-19,return,business,44
2013-01-20,return,business,34
2013-01-21,return,business,15
2013-01-22,return,business,29
2013-01-23,return,business,21
2013-01-24,return,business,33
2013-01-25,return,business,29
2013-01-26,return,business,33
2013-01-27,return,business,32
2013-01-28,return,business,16
2013-01-29,return,business,35
2013-01-30,return,business,29
2013-01-31,return,business,27
2013-02-01,return,business,30
2013-02-02,return,business,26
2013-02-03,return,business,39
2013-02-04,return,business,30
2013-02-05,return,business,34
2013-02-06,return,business,22
2013-02-07,return,business,42
2013-02-08,return,business,27
2013-02-09,return,business,28
2013-02-10,return,business,34
2013-02-11,return,business,25
2013-02-12,return,business,39
2013-02-13,return,business,17
2013-02-14,return,business,35
2013-02-15,return,business,34
2013-02-16,return,business,39
2013-02-17,return,business,46
2013-02-18,return,business,31
2013-02-19,return,business,30
2013-02-20,return,business,24
2013-02-21,return,business,31
2013-02-22,return,business,40
2013-02-23,return,business,37
2013-02-24,return,business,33
2013-02-25,return,business,13
2013-02-26,return,business,33
2013-02-27,return,business,19
2013-02-28,return,business,35
2013-03-01,return,business,42
2013-03-02,return,business,49
2013-03-03,return,business,49
2013-03-04,return,business,33
2013-03-05,return,business,42
2013-03-06,return,business,43
2013-03-07,return,business,48
2013-03-08,return,business,43
2013-03-09,return,business,43
2013-03-10,return,business,43
2013-03-11,return,business,34
2013-03-12,return,business,30
2013-03-13,return,business,36
2013-03-14,return,business,44
2013-03-15,return,business,52
2013-03-16,return,business,58
2013-03-17,return,business,46
2013-03-18,return,business,37
2013-03-19,return,business,48
2013-03-20,return,business,43
2013-03-21,return,business,43
2013-03-22,return,business,30
2013-03-23,return,business,51
2013-03-24,return,business,40
2013-03-25,return,business,34
2013-03-26,return,business,27
2013-03-27,return,business,33
2013-03-28,return,business,38
2013-03-29,return,business,45
2013-03-30,return,business,51
2013-03-31,return,business,44
2013-04-01,return,business,40
2013-04-02,return,business,44
2013-04-03,return,business,40
2013-04-04,return,business,53
2013-04-05,return,business,45
2013-04-06,return,business,46
2013-04-07,return,business,57
2013-04-08,return,business,44
2013-04-09,return,business,31
2013-04-10,return,business,49
2013-04-11,return,business,41
2013-04-12,return,business,53
2013-04-13,return,business,50
2013-04-14,return,business,53
2013-04-15,return,business,28
2013-04-16,return,business,45
2013-04-17,return,business,45
2013-04-18,return,business,45
2013-04-19,return,business,58
2013-04-20,return,business,26
2013-04-21,return,business,48
2013-04-22,return,business,27
2013-04-23,return,business,38
2013-04-24,return,business,40
2013-04-25,return,business,51
2013-04-26,return,business,48
2013-04-27,return,business,42
2013-04-28,return,business,53
2013-04-29,return,business,36
2013-04-30,return,business,40
2013-05-01,return,business,51
2013-05-02,return,business,54
2013-05-03,return,business,49
2013-05-04,return,business,49
2013-05-05,return,business,60
2013-05-06,return,business,38
2013-05-07,return,business,43
2013-05-08,return,business,45
2013-05-09,return,business,46
2013-05-10,return,business,58
2013-05-11,return,business,63
2013-05-12,return,business,53
2013-05-13,return,business,49
2013-05-14,return,business,35
2013-05-15,return,business,43
2013-05-16,return,business,49
2013-05-17,return,business,45
2013-05-18,return,business,53
2013-05-19,return,business,53
2013-05-20,return,business,38
2013-05-21,return,business,53
2013-05-22,return,business,38
2013-05-23,return,business,69
2013-05-24,return,business,48
2013-05-25,return,business,45
2013-05-26,return,business,64
2013-05-27,return,business,38
2013-05-28,return,business,48
2013-05-29,return,business,44
2013-05-30,return,business,48
2013-05-31,return,business,58
2013-06-01,return,business,55
2013-06-02,return,business,51
2013-06-03,return,business,43
2013-06-04,return,business,41
2013-06-05,return,business,67
2013-06-06,return,business,43
2013-06-07,return,business,69
2013-06-08,return,business,52
2013-06-09,return,business,65
2013-06-10,return,business,48
2013-06-11,return,business,49
2013-06-12,return,business,56
2013-06-13,return,business,57
2013-06-14,return,business,58
2013-06-15,return,business,52
2013-06-16,return,business,52
2013-06-17,return,business,55
2013-06-18,return,business,45
2013-06-19,return,business,48
2013-06-20,return,business,44
2013-06-21,return,business,47
2013-06-22,return,business,60
2013-06-23,return,business,55
2013-06-24,return,business,60
2013-06-25,return,business,50
2013-06-26,return,business,69
2013-06-27,return,business,64
2013-06-28,return,business,71
2013-06-29,return,business,56
2013-06-30,return,business,61
2013-07-01,return,business,46
2013-07-02,return,business,48
2013-07-03,return,business,57
2013-07-04,return,business,50
2013-07-05,return,business,58
2013-07-06,return,business,73
2013-07-07,return,business,52
2013-07-08,return,business,47
2013-07-09,return,business,49
2013-07-10,return,business,56
2013-07-11,return,business,54
2013-07-12,return,business,46
2013-07-13,return,business,62
2013-07-14,return,business,82
2013-07-15,return,business,39
2013-07-16,return,business,57
2013-07-17,return,business,55
2013-07-18,return,business,58
2013-07-19,return,business,57
2013-07-20,return,business,78
2013-07-21,return,business,62
2013-07-22,return,business,45
2013-07-23,return,business,51
2013-07-24,return,business,47
2013-07-25,return,business,57
2013-07-26,return,business,68
2013-07-27,return,business,67
2013-07-28,return,business,74
2013-07-29,return,business,40
2013-07-30,return,business,60
2013-07-31,return,business,48
2013-08-01,return,business,53
2013-08-02,return,business,53
2013-08-03,return,business,62
2013-08-04,return,business,55
2013-08-05,return,business,47
2013-08-06,return,business,60
2013-08-07,return,business,41
2013-08-08,return,business,54
2013-08-09,return,business,69
2013-08-10,return,business,53
2013-08-11,return,business,64
2013-08-12,return,business,36
2013-08-13,return,business,42
2013-08-14,return,business,40
2013-08-15,return,business,45
2013-08-16,return,business,47
2013-08-17,return,business,60
2013-08-18,return,business,60
2013-08-19,return,business,39
2013-08-20,return,business,48
2013-08-21,return,business,52
2013-08-22,return,business,44
2013-08-23,return,business,44
2013-08-24,return,business,64
2013-08-25,return,business,54
2013-08-26,return,business,37
2013-08-27,return,business,55
2013-08-28,return,business,49
2013-08-29,return,business,48
2013-08-30,return,business,56
2013-08-31,return,business,60
2013-09-01,return,business,42
2013-09-02,return,business,38
2013-09-03,return,business,45
2013-09-04,return,business,42
2013-09-05,return,business,45
2013-09-06,return,business,43
2013-09-07,return,business,60
2013-09-08,return,business,44
2013-09-09,return,business,36
2013-09-10,return,business,40
2013-09-11,return,business,47
2013-09-12,return,business,59
2013-09-13,return,business,50
2013-09-14,return,business,44
2013-09-15,return,business,46
2013-09-16,return,business,34
2013-09-17,return,business,43
2013-09-18,return,business,47
2013-09-19,return,business,47
2013-09-20,return,business,44
2013-09-21,return,business,56
2013-09-22,return,business,60
2013-09-23,return,business,39
2013-09-24,return,business,40
2013-09-25,return,business,39
2013-09-26,return,business,47
2013-09-27,return,business,54
2013-09-28,return,business,44
2013-09-29,return,business,56
2013-09-30,return,business,22
2013-10-01,return,business,36
2013-10-02,return,business,44
2013-10-03,return,business,31
2013-10-04,return,business,38
2013-10-05,return,business,52
2013-10-06,return,business,42
2013-10-07,return,business,40
2013-10-08,return,business,30
2013-10-09,return,business,45
2013-10-10,return,business,58
2013-10-11,return,business,45
2013-10-12,return,business,43
2013-10-13,return,business,53
2013-10-14,return,business,44
2013-10-15,return,business,32
2013-10-16,return,business,40
2013-10-17,return,business,51
2013-10-18,return,business,38
2013-10-19,return,business,46
2013-10-20,return,business,57
2013-10-21,return,business,33
2013-10-22,return,business,49
2013-10-23,return,business,45
2013-10-24,return,business,43
2013-10-25,return,business,32
2013-10-26,return,business,52
2013-10-27,return,business,54
2013-10-28,return,business,38
2013-10-29,return,business,34
2013-10-30,return,business,41
2013-10-31,return,business,44
2013-11-01,return,business,51
2013-11-02,return,business,50
2013-11-03,return,business,52
2013-11-04,return,business,32
2013-11-05,return,business,40
2013-11-06,return,business,41
2013-11-07,return,business,47
2013-11-08,return,business,43
2013-11-09,return,business,53
2013-11-10,return,business,68
2013-11-11,return,business,40
2013-11-12,return,business,41
2013-11-13,return,business,40
2013-11-14,return,business,53
2013-11-15,return,business,60
2013-11-16,return,business,54
2013-11-17,return,business,46
2013-11-18,return,business,24
2013-11-19,return,business,47
2013-11-20,return,business,40
2013-11-21,return,business,46
2013-11-22,return,business,53
2013-11-23,return,business,49
2013-11-24,return,business,63
2013-11-25,return,business,30
2013-11-26,return,business,55
2013-11-27,return,business,49
2013-11-28,return,business,54
2013-11-29,return,business,50
2013-11-30,return,business,56
2013-12-01,return,business,42
2013-12-02,return,business,31
2013-12-03,return,business,24
2013-12-04,return,business,31
2013-12-05,return,business,24
2013-12-06,return,business,33
2013-12-07,return,business,33
2013-12-08,return,business,43
2013-12-09,return,business,24
2013-12-10,return,business,24
2013-12-11,return,business,21
2013-12-12,return,business,32
2013-12-13,return,business,36
2013-12-14,return,business,40
2013-12-15,return,business,50
2013-12-16,return,business,19
2013-12-17,return,business,28
2013-12-18,return,business,38
2013-12-19,return,business,30
2013-12-20,return,business,30
2013-12-21,return,business,38
2013-12-22,return,business,37
2013-12-23,return,business,29
2013-12-24,return,business,24
2013-12-25,return,business,38
2013-12-26,return,business,48
2013-12-27,return,business,40
2013-12-28,return,business,32
2013-12-29,return,business,46
2013-12-30,return,business,28
2013-12-31,return,business,30
2014-01-01,return,business,33
2014-01-02,return,business,37
2014-01-03,return,business,52
2014-01-04,return,business,33
2014-01-05,return,business,49
2014-01-06,return,business,29
2014-01-07,return,business,46
2014-01-08,return,business,35
2014-01-09,return,business,44
2014-01-10,return,business,41
2014-01-11,return,business,39
2014-01-12,return,business,34
2014-01-13,return,business,22
2014-01-14,return,business,34
2014-01-15,return,business,33
2014-01-16,return,business,33
2014-01-17,return,business,31
2014-01-18,return,business,52
2014-01-19,return,business,41
2014-01-20,return,business,28
2014-01-21,return,business,25
2014-01-22,return,business,35
2014-01-23,return,business,34
2014-01-24,return,business,42
2014-01-25,return,business,27
2014-01-26,return,business,43
2014-01-27,return,business,19
2014-01-28,return,business,39
2014-01-29,return,business,29
2014-01-30,return,business,37
2014-01-31,return,business,40
2014-02-01,return,business,43
2014-02-02,return,business,51
2014-02-03,return,business,24
2014-02-04,return,business,27
2014-02-05,return,business,40
2014-02-06,return,business,43
2014-02-07,return,business,46
2014-02-08,return,business,43
2014-02-09,return,business,41
2014-02-10,return,business,35
2014-02-11,return,business,30
2014-02-12,return,business,43
2014-02-13,return,business,40
2014-02-14,return,business,41
2014-02-15,return,business,44
2014-02-16,return,business,48
2014-02-17,return,business,37
2014-02-18,return,business,42
2014-02-19,return,business,28
2014-02-20,return,business,46
2014-02-21,return,business,35
2014-02-22,return,business,42
2014-02-23,return,business,47
2014-02-24,return,business,39
2014-02-25,return,business,36
2014-02-26,return,business,44
2014-02-27,return,business,47
2014-02-28,return,business,53
2014-03-01,return,business,45
2014-03-02,return,business,60
2014-03-03,return,business,44
2014-03-04,return,business,38
2014-03-05,return,business,38
2014-03-06,return,business,46
2014-03-07,return,business,45
2014-03-08,return,business,49
2014-03-09,return,business,57
2014-03-10,return,business,44
2014-03-11,return,business,36
2014-03-12,return,business,42
2014-03-13,return,business,43
2014-03-14,return,business,52
2014-03-15,return,business,55
2014-03-16,return,business,53
2014-03-17,return,business,33
2014-03-18,return,business,47
2014-03-19,return,business,47
2014-03-20,return,business,36
2014-03-21,return,business,50
2014-03-22,return,business,46
2014-03-23,return,business,44
2014-03-24,return,business,28
2014-03-25,return,business,38
2014-03-26,return,business,44
2014-03-27,return,business,41
2014-03-28,return,business,43
2014-03-29,return,business,49
2014-03-30,return,business,70
2014-03-31,return,business,43
2014-04-01,return,business,51
2014-04-02,return,business,48
2014-04-03,return,business,48
2014-04-04,return,business,65
2014-04-05,return,business,47
2014-04-06,return,business,74
2014-04-07,return,business,30
2014-04-08,return,business,61
2014-04-09,return,business,45
2014-04-10,return,business,60
2014-04-11,return,business,68
2014-04-12,return,business,73
2014-04-13,return,business,73
2014-04-14,return,business,47
2014-04-15,return,business,42
2014-04-16,return,business,52
2014-04-17,return,business,41
2014-04-18,return,business,50
2014-04-19,return,business,63
2014-04-20,return,business,87
2014-04-21,return,business,36
2014-04-22,return,business,59
2014-04-23,return,business,59
2014-04-24,return,business,46
2014-04-25,return,business,67
2014-04-26,return,business,61
2014-04-27,return,business,69
2014-04-28,return,business,29
2014-04-29,return,business,48
2014-04-30,return,business,46
2014-05-01,return,business,46
2014-05-02,return,business,74
2014-05-03,return,business,65
2014-05-04,return,business,82
2014-05-05,return,business,39
2014-05-06,return,business,63
2014-05-07,return,business,61
2014-05-08,return,business,60
2014-05-09,return,business,66
2014-05-10,return,business,67
2014-05-11,return,business,78
2014-05-12,return,business,47
2014-05-13,return,business,53
2014-05-14,return,business,52
2014-05-15,return,business,50
2014-05-16,return,business,56
2014-05-17,return,business,71
2014-05-18,return,business,77
2014-05-19,return,business,49
2014-05-20,return,business,62
2014-05-21,return,business,55
2014-05-22,return,business,59
2014-05-23,return,business,57
2014-05-24,return,business,61
2014-05-25,return,business,88
2014-05-26,return,business,43
2014-05-27,return,business,51
2014-05-28,return,business,60
2014-05-29,return,business,51
2014-05-30,return,business,67
2014-05-31,return,business,60
2014-06-01,return,business,76
2014-06-02,return,business,48
2014-06-03,return,business,53
2014-06-04,return,business,63
2014-06-05,return,business,55
2014-06-06,return,business,77
2014-06-07,return,business,62
2014-06-08,return,business,75
2014-06-09,return,business,50
2014-06-10,return,business,57
2014-06-11,return,business,55
2014-06-12,return,business,69
2014-06-13,return,business,69
2014-06-14,return,business,61
2014-06-15,return,business,64
2014-06-16,return,business,48
2014-06-17,return,business,69
2014-06-18,return,business,61
2014-06-19,return,business,48
2014-06-20,return,business,55
2014-06-21,return,business,70
2014-06-22,return,business,59
2014-06-23,return,business,58
2014-06-24,return,business,66
2014-06-25,return,business,58
2014-06-26,return,business,64
2014-06-27,return,business,74
2014-06-28,return,business,70
2014-06-29,return,business,64
2014-06-30,return,business,51
2014-07-01,return,business,61
2014-07-02,return,business,59
2014-07-03,return,business,68
2014-07-04,return,business,56
2014-07-05,return,business,58
2014-07-06,return,business,77
2014-07-07,return,business,38
2014-07-08,return,business,56
2014-07-09,return,business,58
2014-07-10,return,business,55
2014-07-11,return,business,58
2014-07-12,return,business,73
2014-07-13,return,business,102
2014-07-14,return,business,52
2014-07-15,return,business,61
2014-07-16,return,business,53
2014-07-17,return,business,73
2014-07-18,return,business,71
2014-07-19,return,business,72
2014-07-20,return,business,75
2014-07-21,return,business,70
2014-07-22,return,business,71
2014-07-23,return,business,66
2014-07-24,return,business,65
2014-07-25,return,business,74
2014-07-26,return,business,73
2014-07-27,return,business,92
2014-07-28,return,business,48
2014-07-29,return,business,71
2014-07-30,return,business,64
2014-07-31,return,business,69
2014-08-01,return,business,66
2014-08-02,return,business,71
2014-08-03,return,business,86
2014-08-04,return,business,50
2014-08-05,return,business,48
2014-08-06,return,business,48
2014-08-07,return,business,63
2014-08-08,return,business,49
2014-08-09,return,business,63
2014-08-10,return,business,64
2014-08-11,return,business,56
2014-08-12,return,business,57
2014-08-13,return,business,47
2014-08-14,return,business,47
2014-08-15,return,business,62
2014-08-16,return,business,52
2014-08-17,return,business,57
2014-08-18,return,business,53
2014-08-19,return,business,56
2014-08-20,return,business,51
2014-08-21,return,business,55
2014-08-22,return,business,63
2014-08-23,return,business,71
2014-08-24,return,business,75
2014-08-25,return,business,38
2014-08-26,return,business,56
2014-08-27,return,business,70
2014-08-28,return,business,53
2014-08-29,return,business,67
2014-08-30,return,business,58
2014-08-31,return,business,71
2014-09-01,return,business,43
2014-09-02,return,business,49
2014-09-03,return,business,46
2014-09-04,return,business,45
2014-09-05,return,business,57
2014-09-06,return,business,59
2014-09-07,return,business,63
2014-09-08,return,business,49
2014-09-09,return,business,41
2014-09-10,return,business,46
2014-09-11,return,business,56
2014-09-12,return,business,42
